split,cattle_id,image_path,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,lbp_16,lbp_17,gabor_0,gabor_1,gabor_2,gabor_3,gabor_4,gabor_5,gabor_6,gabor_7,gabor_8,gabor_9,gabor_10,gabor_11,gabor_12,gabor_13,gabor_14,gabor_15,gabor_16,gabor_17,gabor_18,gabor_19,gabor_20,gabor_21,gabor_22,gabor_23,blob_count,blob_mean_r,blob_density,mean_intensity,std_intensity
train,cattle-388,D:\Abhishek\split\train\cattle-388\IMG20230924145808_01.jpg,0.05972975,0.035435267,0.036750637,0.033422355,0.03138951,0.035774074,0.039919484,0.050263073,0.06455278,0.060327645,0.048708547,0.043466996,0.039481025,0.03868383,0.036352042,0.029655613,0.06776148,0.2483259,52.693764,157.50516,-85.052574,499.3698,4719.7236,2249.812,118.03179,142.50111,1047.295,657.752,4942.584,2334.3054,52.557793,137.49501,-86.01999,408.12085,4719.1274,2216.992,117.896614,164.07072,1046.1265,685.9524,4941.5376,2337.7327,705.0,2.640367,0.014050542,107.31531,61.929806
train,cattle-388,D:\Abhishek\split\train\cattle-388\IMG20230924145813.jpg,0.05082111,0.028938137,0.03531569,0.036989797,0.03902264,0.04304847,0.048828125,0.064492986,0.078782685,0.072245695,0.05209662,0.047751915,0.04274952,0.04037787,0.034299266,0.023098692,0.05713887,0.20400192,59.150185,166.47386,-97.05133,543.40704,5323.5693,2348.6343,133.16493,144.69797,1180.9542,700.4878,5575.083,2433.3025,59.190475,121.08566,-96.87735,429.75977,5323.651,2312.64,133.08208,153.70927,1180.2664,723.06036,5574.5327,2443.5042,643.0,2.730004,0.0128148915,121.01708,64.01552
train,cattle-389,D:\Abhishek\split\train\cattle-389\IMG20230924145825.jpg,0.026367188,0.014209981,0.023676658,0.030313298,0.038006216,0.052853953,0.06845903,0.10401387,0.14805883,0.12103396,0.07977918,0.05578364,0.04207191,0.030233577,0.019072864,0.010343591,0.029356664,0.10636559,67.19947,84.98331,-111.2039,355.01123,6043.1504,2344.3628,151.30669,78.98076,1341.0109,589.06384,6329.4785,2423.796,67.21208,42.878704,-110.651726,195.88425,6043.5117,2298.7617,151.05617,77.09072,1338.9733,586.18097,6327.754,2426.0767,282.0,3.5712655,0.005620217,137.34518,57.070427
train,cattle-389,D:\Abhishek\split\train\cattle-389\IMG20230924145827.jpg,0.052933674,0.029276945,0.036710776,0.0375279,0.0377272,0.040058993,0.045240752,0.059072066,0.07168766,0.07104991,0.05984933,0.052355707,0.047632333,0.042171557,0.033143334,0.022002552,0.052953605,0.2086057,58.505566,113.19103,-93.95746,376.83618,5224.3794,1864.4034,130.5965,101.490616,1158.9243,523.9296,5470.702,1927.6017,58.244617,81.50682,-95.216736,252.19017,5223.6523,1820.0149,130.52147,102.35443,1158.347,510.2098,5470.1895,1919.3431,610.0,2.6742547,0.012157206,118.81168,48.865322
train,cattle-389,D:\Abhishek\split\train\cattle-389\IMG20230924145829.jpg,0.03633211,0.019391742,0.028818559,0.03390067,0.04015864,0.050522164,0.061862245,0.08649553,0.11589206,0.10317682,0.06903699,0.054986447,0.04161352,0.034837373,0.025271045,0.014728157,0.040258292,0.14271763,58.83693,114.57394,-97.46602,414.177,5272.431,2250.5554,131.88365,96.55763,1169.7626,591.1598,5522.452,2321.7986,58.877415,74.10072,-94.627144,285.33676,5274.212,2206.9702,131.79855,103.68333,1169.1013,604.0747,5521.859,2329.7039,437.0,3.0278568,0.008709343,119.90573,57.249214
train,cattle-389,D:\Abhishek\split\train\cattle-389\IMG20230924145831.jpg,0.04334742,0.025609853,0.03260523,0.03794643,0.03912229,0.046356823,0.05353157,0.0733817,0.09205596,0.08645567,0.06246014,0.05331234,0.046077807,0.03794643,0.02995456,0.019132653,0.047552615,0.17315051,56.636524,124.54432,-94.0886,447.7925,5082.3003,2234.2292,127.273056,104.08994,1127.8799,601.80743,5323.4893,2306.3079,56.55002,77.687874,-92.848854,304.36935,5083.0903,2195.0762,127.047195,105.13283,1126.003,618.0548,5321.8257,2317.6917,495.0,2.9087799,0.009865275,115.51527,57.512344
train,cattle-389,D:\Abhishek\split\train\cattle-389\IMG20230924145832.jpg,0.041214924,0.022341358,0.03406011,0.0379265,0.039919484,0.04685507,0.055245537,0.0741191,0.09604193,0.08838887,0.068299584,0.05861368,0.0466757,0.038185585,0.028200733,0.016481983,0.050283004,0.15714684,52.92045,112.008415,-85.88331,428.00583,4746.3174,2141.0854,118.544044,98.85162,1051.9435,583.38574,4969.488,2207.9004,52.96037,70.36733,-86.173935,258.85602,4746.121,2092.9844,118.7268,100.93457,1053.3629,587.45465,4970.7485,2214.02,510.0,2.8076296,0.010164222,107.92987,54.818604
train,cattle-389,D:\Abhishek\split\train\cattle-389\IMG20230924145833.jpg,0.04288903,0.022999043,0.032465722,0.037129305,0.037866708,0.04649633,0.056481186,0.077467315,0.0973573,0.0890067,0.06993383,0.05745775,0.046875,0.037468113,0.028121013,0.015126754,0.04444356,0.16041534,60.743958,115.621796,-100.22509,450.12637,5468.0557,2387.975,136.8178,108.93557,1213.0098,647.6622,5726.667,2474.6035,60.868687,82.709656,-99.75433,311.07358,5468.3403,2346.77,136.70561,106.88286,1212.1185,641.6981,5725.888,2468.4385,489.0,2.869639,0.009745695,124.2895,60.920597
train,cattle-390,D:\Abhishek\split\train\cattle-390\IMG20230924145855.jpg,0.03631218,0.023955677,0.028439892,0.030353157,0.03408004,0.04412468,0.05875319,0.09034199,0.11728715,0.09765625,0.06768176,0.053292412,0.043566644,0.035694357,0.023377711,0.016342474,0.049047355,0.14969309,57.057304,122.29731,-94.42539,467.40982,5135.3643,2588.3257,128.39728,133.4944,1137.8119,741.40106,5377.117,2693.805,57.002735,95.239586,-94.50517,402.19516,5135.355,2564.987,128.5863,119.16912,1139.4408,721.65424,5378.502,2691.7249,422.0,3.0827007,0.008410395,116.695175,67.15011
train,cattle-390,D:\Abhishek\split\train\cattle-390\IMG20230924145901.jpg,0.033302773,0.023158481,0.027782207,0.033502072,0.034697864,0.045898438,0.0609654,0.09327168,0.12464126,0.09765625,0.06596779,0.05038265,0.041573662,0.035475127,0.0261081,0.01558514,0.047233738,0.14279735,58.409508,147.91284,-100.43507,544.1666,5316.415,2617.3591,133.03001,124.58207,1177.8788,745.8646,5567.7607,2713.706,59.22712,76.8647,-96.98787,347.0764,5318.361,2560.5632,133.24968,109.31807,1179.6746,695.61975,5569.3403,2691.303,410.0,3.1341214,0.008171237,120.77579,67.36471
train,cattle-390,D:\Abhishek\split\train\cattle-390\IMG20230924145902.jpg,0.033183195,0.021504305,0.0272441,0.033103477,0.035435267,0.043945312,0.061563298,0.09520488,0.12490035,0.102658644,0.06666534,0.051538583,0.04167331,0.03517618,0.026945153,0.015106824,0.045121174,0.1390306,57.396988,139.62386,-97.78685,533.77106,5182.269,2715.3132,129.71028,131.37343,1148.7582,781.3018,5427.8643,2822.9255,57.74526,78.589386,-94.392685,363.90317,5184.344,2668.6292,129.78268,115.56893,1149.3564,729.13983,5428.394,2802.3516,402.0,3.083038,0.008011798,117.75562,69.68496
train,cattle-390,D:\Abhishek\split\train\cattle-390\IMG20230924145902_01.jpg,0.029715402,0.020188935,0.026347257,0.031887755,0.034857303,0.046277106,0.05966996,0.095762916,0.13426737,0.10231984,0.06680485,0.048608895,0.04179289,0.03406011,0.026307398,0.013452646,0.060148276,0.1275311,55.908936,133.83871,-92.905235,517.48096,5069.536,2780.397,126.83453,128.17651,1124.0359,797.7473,5308.707,2901.9084,56.24308,66.54597,-92.95764,317.34073,5069.429,2734.0168,126.84529,105.33353,1124.2164,717.62476,5308.823,2863.8022,361.0,3.24515,0.0071946746,115.17698,70.08871
train,cattle-390,D:\Abhishek\split\train\cattle-390\IMG20230924145904.jpg,0.03533562,0.022819676,0.030672034,0.033541933,0.036810428,0.04549984,0.059988838,0.08779097,0.113062024,0.09141821,0.06762197,0.05592315,0.043805804,0.035455197,0.026845504,0.016601562,0.04817044,0.1486368,56.265213,129.72842,-91.61849,488.00287,5053.1685,2498.2114,126.38865,138.70207,1121.0447,759.3157,5291.7964,2616.6177,56.262146,88.16601,-92.24125,394.59195,5052.7725,2476.2036,126.28411,115.88732,1120.1686,688.97076,5290.979,2585.2046,414.0,3.0244188,0.008250956,114.8794,65.40273
train,cattle-390,D:\Abhishek\split\train\cattle-390\IMG20230924145904_01.jpg,0.035255898,0.025829082,0.029037787,0.03260523,0.034857303,0.043287627,0.05725845,0.08462213,0.11360013,0.09345105,0.06889748,0.055404976,0.044822227,0.035475127,0.025908802,0.016322544,0.056560904,0.14680326,54.770683,131.19394,-88.58864,487.17084,4907.667,2477.13,122.7891,140.74014,1089.7202,766.7007,5140.158,2600.2817,54.712105,90.07415,-88.697105,409.97034,4907.611,2455.7397,122.50149,113.993774,1087.3483,680.2007,5138.0576,2558.567,414.0,3.0474763,0.008250956,111.60973,65.06964
train,cattle-390,D:\Abhishek\split\train\cattle-390\IMG20230924145905_01.jpg,0.03368144,0.021683674,0.027642697,0.03260523,0.034897164,0.04575893,0.06082589,0.09072066,0.11987803,0.09805485,0.06949538,0.05450813,0.043646365,0.037089445,0.025031887,0.014110331,0.048927773,0.14144212,56.83691,132.86319,-94.458496,495.60016,5130.9873,2637.0828,128.3468,129.45012,1137.1866,765.3195,5372.8267,2753.1511,57.01722,76.81359,-94.585655,343.84787,5130.87,2600.2185,128.4519,110.73265,1138.0452,698.1731,5373.5454,2723.9473,381.0,3.1778045,0.007593272,116.58245,67.27174
train,cattle-391,D:\Abhishek\split\train\cattle-391\IMG20230924145908.jpg,0.043466996,0.028240593,0.038205516,0.038345024,0.03607302,0.041932397,0.052933674,0.07326212,0.09402902,0.07826451,0.06327727,0.054966517,0.04799107,0.039560746,0.03142937,0.019830197,0.047532685,0.17065927,56.760384,180.12352,-92.99121,666.2001,5106.76,2372.0073,127.84994,175.7246,1132.9995,809.0336,5347.9663,2461.6375,56.808132,124.22845,-94.73544,516.525,5105.6357,2324.754,127.65403,164.87328,1131.3411,782.38806,5346.5576,2450.612,633.0,2.7924018,0.012615593,116.04417,68.09175
train,cattle-391,D:\Abhishek\split\train\cattle-391\IMG20230924145911.jpg,0.033103477,0.02455357,0.035913583,0.038404815,0.037647482,0.04575893,0.05859375,0.08735252,0.11926021,0.08763154,0.06457271,0.054109536,0.047193877,0.04161352,0.029735332,0.016621493,0.040975764,0.13695791,57.450535,187.19565,-93.86731,779.5162,5156.0864,2506.8184,128.83212,158.38342,1142.7705,835.7598,5398.8037,2586.25,57.39368,83.22198,-93.80001,438.8095,5156.11,2430.4172,129.00291,135.47842,1144.171,790.8451,5399.9653,2569.3916,546.0,2.9168155,0.010881697,117.22347,70.207245
train,cattle-391,D:\Abhishek\split\train\cattle-391\IMG20230924145911_01.jpg,0.032824457,0.02467315,0.03535555,0.03776706,0.03782685,0.047134086,0.059131857,0.08691406,0.110471144,0.09020249,0.0667052,0.05861368,0.048628826,0.041254785,0.028300382,0.01572465,0.03814573,0.14032605,60.475292,179.28528,-98.89955,711.561,5439.238,2525.218,135.9491,161.6695,1206.085,837.62445,5695.7144,2611.6082,60.60295,100.25583,-98.52227,487.74686,5439.436,2463.7593,136.01572,148.09645,1206.6378,807.6407,5696.1772,2602.7512,554.0,2.9168155,0.0110411355,123.668945,70.6235
train,cattle-391,D:\Abhishek\split\train\cattle-391\IMG20230924145913.jpg,0.03256537,0.019112723,0.033322703,0.03900271,0.04185268,0.051538583,0.064772,0.087950416,0.12224968,0.08779097,0.067522325,0.059191644,0.047871493,0.03756776,0.027004942,0.014907526,0.0388632,0.12691326,57.504505,164.70842,-92.615585,731.62836,5141.3364,2416.6624,128.61716,152.08496,1141.0111,837.14703,5384.221,2500.5916,57.08623,92.41741,-93.95177,514.27716,5140.5923,2359.638,128.40918,137.39273,1139.3481,805.7417,5382.775,2489.0352,533.0,3.004872,0.0106226085,116.895744,69.00375
train,cattle-391,D:\Abhishek\split\train\cattle-391\IMG20230924145914.jpg,0.042291135,0.030253507,0.038364954,0.038604114,0.03509646,0.039839763,0.04819037,0.07413903,0.10040657,0.07692921,0.056082588,0.050163426,0.0455397,0.04163345,0.03513632,0.023895886,0.04711416,0.17631936,56.99772,215.53038,-90.666306,805.11285,5099.123,2532.6292,127.43093,184.87978,1131.3197,848.67316,5339.211,2601.677,56.74639,109.030754,-92.80787,415.4116,5097.812,2426.3628,127.34192,149.55447,1130.5865,779.2642,5338.5605,2573.3152,598.0,2.8396606,0.011918048,115.96285,71.76483
train,cattle-391,D:\Abhishek\split\train\cattle-391\IMG20230924145915.jpg,0.030153858,0.018873565,0.03533562,0.03645169,0.038803414,0.048628826,0.06325734,0.093969226,0.13392857,0.09771604,0.06851882,0.057597257,0.049047355,0.038624045,0.024254624,0.013093909,0.033083547,0.118662305,59.699154,128.53178,-96.80218,607.5004,5356.538,2319.008,133.8991,148.81238,1188.0514,808.0006,5609.1255,2417.1116,59.61463,107.360825,-97.283104,562.64215,5356.248,2299.2893,133.88481,129.2672,1187.9556,776.16797,5609.0083,2401.5393,500.0,3.155464,0.009964923,121.79592,66.78364
train,cattle-391,D:\Abhishek\split\train\cattle-391\IMG20230924145918.jpg,0.032824457,0.029097576,0.03402025,0.03477758,0.03378109,0.04280931,0.05100048,0.08466199,0.12555803,0.09626116,0.05841438,0.04836974,0.03995934,0.037149236,0.032246493,0.020348374,0.042410713,0.15630978,59.72799,208.28415,-97.201965,777.6732,5344.4043,2694.3381,133.68758,158.20497,1185.7146,846.6637,5597.004,2763.1472,59.420967,82.3809,-97.494995,369.62054,5344.304,2577.3916,133.56029,122.80619,1184.6603,780.2222,5596.0757,2731.316,471.0,3.1110444,0.009386958,121.5042,73.72218
train,cattle-391,D:\Abhishek\split\train\cattle-391\IMG20230924145923.jpg,0.034638073,0.025450414,0.03240593,0.03348214,0.035435267,0.04334742,0.056999363,0.08454241,0.11900111,0.09404895,0.064373404,0.052515145,0.04037787,0.035574775,0.030432876,0.01819595,0.05187739,0.1473015,60.095985,169.72356,-99.254745,691.8274,5407.1353,2684.1719,135.2106,161.35722,1198.901,826.86456,5662.4067,2768.2112,60.306923,99.015724,-98.40986,436.41663,5407.611,2612.9956,135.25845,133.4372,1199.2704,797.2324,5662.748,2759.984,473.0,3.1068594,0.009426817,122.918846,72.82212
train,cattle-392,D:\Abhishek\split\train\cattle-392\IMG20230924150033_01.jpg,0.040019132,0.021085778,0.03250558,0.036172673,0.03944117,0.051996972,0.058235012,0.083984375,0.1015625,0.085698344,0.06277902,0.04940609,0.044702645,0.038564254,0.029097576,0.017578125,0.044961736,0.16220902,67.29294,112.463776,-110.08017,368.42374,6036.286,2132.4734,150.9274,98.09564,1338.3228,560.6322,6320.888,2209.873,67.02889,78.61286,-110.392296,319.0477,6036.1875,2106.9841,150.98827,106.13007,1338.8038,595.1776,6321.3267,2220.3777,523.0,2.817949,0.01042331,137.21024,54.39924
train,cattle-392,D:\Abhishek\split\train\cattle-392\IMG20230924150036.jpg,0.046436545,0.02493224,0.03378109,0.039421238,0.04165338,0.04695472,0.052634727,0.06688457,0.08597736,0.08017778,0.060427297,0.052196268,0.047413107,0.04171317,0.03125,0.019949777,0.048808195,0.17938855,69.895744,121.50485,-113.06872,441.7488,6268.7837,2034.8597,156.6729,101.79658,1389.6588,565.0364,6563.556,2098.6042,69.65649,78.25484,-115.118164,362.91977,6267.562,2008.0956,156.78009,129.07036,1390.5297,671.92914,6564.31,2135.7693,570.0,2.7884197,0.011360013,142.50534,54.279488
train,cattle-392,D:\Abhishek\split\train\cattle-392\IMG20230924150038.jpg,0.04448342,0.024334343,0.033502072,0.040278222,0.043427136,0.048967633,0.055385046,0.06975447,0.08163265,0.07842395,0.061782524,0.052774236,0.04811065,0.041314572,0.032306284,0.018594548,0.048290018,0.17663823,65.05125,134.0189,-106.709335,483.84427,5843.8994,2156.3853,146.16248,112.2302,1295.2291,611.2664,6119.006,2223.275,64.802025,87.71868,-108.26905,410.705,5843.025,2132.7537,146.24533,142.92816,1296.0095,733.6457,6119.6777,2269.0696,621.0,2.705452,0.012376435,132.78922,58.394073
train,cattle-393,D:\Abhishek\split\train\cattle-393\IMG20230924150046.jpg,0.047632333,0.024972098,0.030731823,0.032007333,0.034319196,0.04412468,0.05767698,0.07840402,0.09580278,0.085220024,0.06100526,0.051120058,0.040676817,0.03477758,0.028479751,0.020169005,0.047313455,0.1855668,59.243088,121.71383,-96.730995,430.1029,5326.8447,1973.085,133.17622,124.31509,1181.3193,565.3244,5578.0537,2040.7684,59.319725,110.68058,-96.97222,333.82187,5326.668,1951.3137,133.1855,126.52112,1181.3711,598.1822,5578.1104,2061.2517,527.0,2.7915285,0.010503029,121.10206,53.457554
train,cattle-393,D:\Abhishek\split\train\cattle-393\IMG20230924150048.jpg,0.038584184,0.019929847,0.029496174,0.036810428,0.043845665,0.0531529,0.06379544,0.08386479,0.10295759,0.091856666,0.070073344,0.06158323,0.049047355,0.03776706,0.026526626,0.015126754,0.03780692,0.13777503,64.363525,120.26665,-106.82871,467.30133,5791.1133,2317.3286,144.82828,112.15884,1283.3408,657.64014,6064.0747,2407.578,64.3195,72.54138,-106.51056,337.0683,5791.3223,2291.4104,144.9991,107.53999,1284.672,657.5761,6065.227,2409.01,491.0,2.9864817,0.009785555,131.59875,60.009933
train,cattle-394,D:\Abhishek\split\train\cattle-394\IMG20230924150106.jpg,0.031927615,0.020208865,0.026247608,0.030811543,0.03605309,0.050900828,0.06395488,0.09634088,0.12689334,0.10600685,0.06716359,0.054587852,0.04408482,0.034697864,0.025051817,0.015385842,0.04149394,0.12818877,72.08515,99.822815,-116.5832,388.6227,6469.727,2443.062,161.77232,94.66607,1435.1395,631.23486,6774.742,2535.5676,71.93917,61.474426,-118.25235,244.87282,6468.71,2409.9517,161.68054,96.315125,1434.39,630.1515,6774.0938,2538.4492,381.0,3.1527498,0.007593272,147.08443,60.156094
train,cattle-394,D:\Abhishek\split\train\cattle-394\IMG20230924150111.jpg,0.03645169,0.020467952,0.027981505,0.03270488,0.038066007,0.04823023,0.06293846,0.08928572,0.11860252,0.10285794,0.06851882,0.055464763,0.044842154,0.035654496,0.025171397,0.015266263,0.039760046,0.13773517,64.563385,106.63698,-104.50699,401.9619,5795.5337,2311.731,144.9632,99.95052,1286.0808,622.4208,6069.255,2403.9773,64.41917,73.36632,-105.55472,311.75156,5794.905,2292.0151,144.77478,102.9778,1284.5751,625.04913,6067.938,2407.4958,455.0,3.086404,0.00906808,131.7657,58.56185
train,cattle-394,D:\Abhishek\split\train\cattle-394\IMG20230924150112.jpg,0.03816566,0.021564094,0.03013393,0.0325853,0.037846778,0.04966518,0.06142379,0.08852838,0.111248404,0.0968192,0.068399236,0.05584343,0.047154017,0.03607302,0.025410555,0.01572465,0.038066007,0.14534837,64.84676,105.26597,-104.55969,406.78616,5799.237,2163.9644,145.00995,100.827614,1286.1503,604.8682,6072.4517,2251.4177,64.326035,80.27286,-106.5827,325.95105,5798.1104,2147.1487,144.96075,105.51953,1285.7709,609.9516,6072.1226,2255.7932,445.0,3.115242,0.008868782,131.83012,55.870377
train,cattle-394,D:\Abhishek\split\train\cattle-394\IMG20230924150114.jpg,0.038584184,0.020248724,0.027841996,0.033581793,0.037448183,0.04693479,0.06283881,0.08938536,0.11344069,0.09626116,0.07047194,0.05598294,0.04290896,0.035833865,0.024972098,0.016222896,0.038763553,0.14827806,66.2143,103.3969,-107.0943,409.5374,5940.5713,2228.2664,148.60112,101.75205,1317.139,620.2551,6219.991,2318.8044,65.74511,82.08117,-110.59991,349.69458,5938.5664,2214.8425,148.57642,107.87581,1316.9663,629.0733,6219.8525,2325.4539,461.0,3.084197,0.009187659,134.99739,57.461987
train,cattle-394,D:\Abhishek\split\train\cattle-394\IMG20230924150115.jpg,0.04073661,0.022620376,0.028778698,0.033183195,0.03661113,0.04597816,0.05984933,0.08669484,0.11300223,0.092275195,0.06654576,0.05472736,0.044523276,0.03667092,0.02614796,0.018176021,0.039799903,0.15367904,63.393085,116.8422,-101.91209,442.9224,5676.419,2309.4026,141.86847,106.81004,1258.9371,638.6009,5943.7246,2397.8577,63.183968,75.44371,-103.52613,306.2673,5675.482,2280.8228,141.8568,109.62605,1258.8602,638.11865,5943.646,2401.484,463.0,3.083474,0.009227519,129.07202,59.10312
train,cattle-394,D:\Abhishek\split\train\cattle-394\IMG20230924150118.jpg,0.035833865,0.019929847,0.027124522,0.03117028,0.034478635,0.04705437,0.059390943,0.09143814,0.1269332,0.10363521,0.069176495,0.054069676,0.043646365,0.035574775,0.025809152,0.015804369,0.03770727,0.1412229,67.083626,121.88612,-111.29274,453.06915,6051.561,2527.4138,151.36836,104.47051,1341.8556,671.2523,6337.3755,2624.5847,67.40637,66.120766,-110.34869,267.89963,6052.0645,2487.8416,151.39468,103.14912,1342.0477,656.29364,6337.537,2618.121,416.0,3.0774443,0.008290816,137.54643,62.972725
train,cattle-394,D:\Abhishek\split\train\cattle-394\IMG20230924150119.jpg,0.03250558,0.019889988,0.026885364,0.032126915,0.035853796,0.047492824,0.06479193,0.09560347,0.12798947,0.105249524,0.07172752,0.05598294,0.043706153,0.03380102,0.022600446,0.014209981,0.035574775,0.13400829,69.80226,107.202354,-115.71222,422.60837,6289.1104,2430.4292,157.36015,99.62344,1394.0806,650.5584,6585.631,2525.1782,70.05798,68.90653,-116.63567,298.36444,6288.436,2402.4214,157.39656,96.91743,1394.3594,643.50653,6585.873,2525.456,387.0,3.173758,0.007712851,142.89337,60.93319
train,cattle-394,D:\Abhishek\split\train\cattle-394\IMG20230924150120.jpg,0.032087054,0.018614477,0.027164381,0.0316486,0.037169166,0.047672193,0.06624681,0.0984933,0.129544,0.106983416,0.07168766,0.056660555,0.04298868,0.034319196,0.022421077,0.013552296,0.033541933,0.1292052,68.323166,98.42972,-112.51062,404.38284,6139.144,2357.1611,153.55463,95.1593,1361.4688,630.4416,6429.1357,2452.7266,68.27915,64.94811,-111.91586,295.76096,6139.537,2341.2004,153.53532,92.78852,1361.3386,626.7464,6429.042,2455.8381,382.0,3.3374698,0.0076132016,139.54843,59.27744
train,cattle-394,D:\Abhishek\split\train\cattle-394\IMG20230924150121.jpg,0.031987403,0.019909916,0.02612803,0.030911192,0.03398039,0.04689493,0.06283881,0.0942881,0.12631537,0.10768096,0.07188696,0.057657048,0.04304847,0.0337213,0.023955677,0.014608578,0.03904257,0.1351443,70.671234,112.31304,-117.6893,438.06067,6375.0986,2517.4062,159.50955,102.374306,1412.9153,670.0793,6675.6436,2614.0852,70.93113,73.26751,-118.086296,303.5516,6374.742,2486.9436,159.59976,101.5215,1413.6827,663.0836,6676.3228,2615.1375,405.0,3.071986,0.008071588,144.83841,63.077847
train,cattle-394,D:\Abhishek\split\train\cattle-394\IMG20230924150122.jpg,0.03348214,0.02094627,0.030432876,0.032804526,0.036172673,0.047831632,0.06301817,0.091757014,0.11862245,0.09976882,0.07067124,0.055404976,0.043845665,0.036192603,0.024952168,0.014728157,0.039839763,0.13952886,71.02122,105.33987,-116.24443,389.98856,6374.59,2342.584,159.3998,94.4201,1413.366,621.7631,6675.191,2438.6418,70.89421,58.761997,-116.732124,255.3622,6374.317,2316.9192,159.43523,95.36634,1413.7084,610.63824,6675.403,2435.1953,399.0,3.0503948,0.007952009,144.8976,58.095634
train,cattle-394,D:\Abhishek\split\train\cattle-394\IMG20230924150144.jpg,0.03130979,0.016422193,0.02353715,0.03005421,0.034359057,0.048011,0.06640625,0.1006258,0.1255979,0.11272322,0.075753346,0.058035713,0.043227836,0.033601724,0.023058834,0.013372927,0.03758769,0.12631537,76.317276,93.5236,-128.60939,367.54303,6892.183,2524.45,172.4813,95.00395,1527.711,648.83887,7218.008,2627.3071,76.69047,66.99074,-126.56535,276.8392,6893.3984,2503.6572,172.57,94.39595,1528.4431,642.80865,7218.6465,2627.7512,339.0,3.19606,0.006756218,156.58449,62.070553
train,cattle-395,D:\Abhishek\split\train\cattle-395\IMG20230924150125.jpg,0.043088328,0.025031887,0.03390067,0.0363919,0.039919484,0.048628826,0.05853396,0.070990115,0.086156726,0.07989876,0.060467154,0.05185746,0.04555963,0.03882334,0.030173788,0.020208865,0.049206793,0.18116231,64.86783,149.88289,-108.855606,518.11554,5861.896,2467.718,146.79784,140.56888,1300.2668,708.88654,6139.5146,2556.1353,65.203766,109.96139,-107.72618,404.1399,5862.517,2431.0012,146.64432,138.98706,1299.0775,712.56836,6138.5527,2561.8074,556.0,2.8681703,0.011080995,133.18517,65.46356
train,cattle-395,D:\Abhishek\split\train\cattle-395\IMG20230924150126.jpg,0.042390786,0.02714445,0.030273438,0.03685029,0.039680324,0.04669563,0.057557397,0.07469707,0.08846859,0.08085539,0.059171714,0.052734375,0.045280613,0.039162148,0.02875877,0.021584025,0.046875,0.18181999,65.30085,148.52602,-109.52771,514.3491,5879.9536,2405.7056,147.25433,135.4433,1304.3177,691.5489,6158.754,2483.1687,65.32062,104.81319,-107.97487,391.64944,5880.9736,2355.1453,147.10022,134.84058,1303.0321,693.6835,6157.598,2486.5183,535.0,2.8261142,0.010662468,133.602,64.13676
train,cattle-395,D:\Abhishek\split\train\cattle-395\IMG20230924150130.jpg,0.042689733,0.027184311,0.034618143,0.035654496,0.038484536,0.044164542,0.054986447,0.07104991,0.090421714,0.084801495,0.060586736,0.0535515,0.045659278,0.039680324,0.029695472,0.02074697,0.049724966,0.17629942,62.47996,160.3751,-105.44545,557.6074,5647.691,2496.754,141.39572,140.1227,1252.2814,712.535,5915.0454,2567.6611,62.88384,102.373024,-103.60984,377.24985,5648.7266,2432.0918,141.35895,139.17656,1252.0704,722.8669,5914.8745,2580.0498,569.0,2.73367,0.011340083,128.32077,66.21471
train,cattle-395,D:\Abhishek\split\train\cattle-395\IMG20230924150137.jpg,0.040258292,0.019790338,0.028220663,0.036092952,0.041334502,0.050243143,0.06261958,0.08282845,0.10455198,0.09101961,0.067083865,0.052594867,0.04304847,0.03778699,0.026785715,0.01692044,0.045459982,0.15336017,62.31291,114.15481,-103.31898,399.8377,5614.331,2132.9387,140.40599,100.395195,1244.606,595.5544,5879.212,2216.9631,62.62266,78.110435,-102.680466,323.7749,5614.665,2114.551,140.48128,114.27134,1245.2292,620.8413,5879.8555,2219.6377,453.0,2.995838,0.009028221,127.60146,55.952724
train,cattle-396,D:\Abhishek\split\train\cattle-396\IMG20230924150353.jpg,0.048529178,0.0327846,0.034279335,0.03362165,0.038464606,0.0453404,0.052634727,0.063177615,0.0727838,0.06901706,0.05325255,0.04817044,0.042610012,0.038723692,0.03406011,0.024115115,0.052594867,0.21584024,63.386555,138.73532,-104.07588,428.65784,5697.3,2395.6033,142.48193,122.259186,1263.0781,642.9315,5965.8647,2486.088,63.318977,90.954124,-104.597015,309.23642,5697.0,2362.7166,142.52856,114.35701,1263.5176,640.73724,5966.2505,2485.8735,564.0,2.7842329,0.011240434,129.49023,61.47391
train,cattle-396,D:\Abhishek\split\train\cattle-396\IMG20230924150354.jpg,0.049904335,0.029675541,0.033960458,0.03653141,0.038245376,0.04711416,0.053830516,0.06544962,0.07063138,0.06810029,0.05584343,0.053750798,0.045021523,0.039520886,0.031927615,0.022799745,0.051478796,0.20621413,60.136543,127.32777,-97.67603,439.1511,5401.117,2312.696,135.05058,121.51355,1198.2588,634.8761,5656.0913,2399.5916,60.07184,90.00351,-97.90915,319.35153,5400.9585,2280.9255,134.9606,112.9888,1197.5876,631.5613,5655.5244,2400.32,546.0,2.7856898,0.010881697,122.80925,59.7172
